,2MASS/2MASS.H,2MASS/2MASS.J,2MASS/2MASS.Ks,AKARI/FIS.N160,AKARI/FIS.N60,AKARI/FIS.WIDE-L,AKARI/FIS.WIDE-S,AKARI/IRC.L18W,AKARI/IRC.S9W,COBE/DIRBE.100m,COBE/DIRBE.12m,COBE/DIRBE.140m,COBE/DIRBE.1p25m,COBE/DIRBE.240m,COBE/DIRBE.25m,COBE/DIRBE.2p2m,COBE/DIRBE.3p5m,COBE/DIRBE.4p9m,COBE/DIRBE.60m,DENIS/DENIS.I,DENIS/DENIS.J,DENIS/DENIS.Ks,GAIA/GAIA3.G,GAIA/GAIA3.Gbp,GAIA/GAIA3.Grp,GALEX/GALEX.FUV,GALEX/GALEX.NUV,Generic/Cousins.I,Generic/Cousins.R,Generic/Johnson_UBVRIJHKL.B,Generic/Johnson_UBVRIJHKL.H,Generic/Johnson_UBVRIJHKL.I,Generic/Johnson_UBVRIJHKL.J,Generic/Johnson_UBVRIJHKL.K,Generic/Johnson_UBVRIJHKL.LI,Generic/Johnson_UBVRIJHKL.M,Generic/Johnson_UBVRIJHKL.N,Generic/Johnson_UBVRIJHKL.R,Generic/Johnson_UBVRIJHKL.U,Generic/Johnson_UBVRIJHKL.V,HST/WFPC2-WF.F170W,HST/WFPC2-WF.F255W,HST/WFPC2-WF.F336W,HST/WFPC2-WF.F439W,HST/WFPC2-WF.F502N,HST/WFPC2-WF.F555W,HST/WFPC2-WF.F814W,Herschel/PACS.blue,Herschel/PACS.green,Herschel/PACS.red,Hipparcos/Hipparcos.Hp_MvB,IRAS/IRAS.100mu,IRAS/IRAS.12mu,IRAS/IRAS.25mu,IRAS/IRAS.60mu,JCMT/SCUBA2.450GHz,JCMT/SCUBA2.850GHz,MSX/MSX.A,MSX/MSX.B1,MSX/MSX.B2,PAN-STARRS/PS1.g,PAN-STARRS/PS1.i,PAN-STARRS/PS1.r,PAN-STARRS/PS1.y,PAN-STARRS/PS1.z,Paranal/VISTA.H,Paranal/VISTA.J,Paranal/VISTA.Ks,Paranal/VISTA.Y,Paranal/VISTA.Z,SLOAN/SDSS.g,SLOAN/SDSS.i,SLOAN/SDSS.r,SLOAN/SDSS.u,SLOAN/SDSS.z,Skymapper/Skymapper.g,Skymapper/Skymapper.i,Skymapper/Skymapper.r,Skymapper/Skymapper.u,Skymapper/Skymapper.v,Skymapper/Skymapper.z,TYCHO/TYCHO.B_MvB,TYCHO/TYCHO.V_MvB,WISE/WISE.W1,WISE/WISE.W2,WISE/WISE.W3,WISE/WISE.W4
1.21,5.107432013473211e-07,6.271279207178485e-07,3.659440114570728e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.202060346200904e-07,-1.0,-1.0,3.5295660440064216e-07,-1.0,-1.0,-1.0,5.094637785886484e-07,6.267640601018942e-07,3.668319141661414e-07,3.2544226620242885e-07,1.9392568153550317e-07,4.861342765211285e-07,5.769675179631623e-09,5.421748821482646e-09,5.055464248115393e-07,3.479449517802861e-07,1.1033212460547322e-07,5.123858778031257e-07,5.609062238892107e-07,6.223434379451473e-07,3.6323510612725193e-07,-1.0,-1.0,-1.0,3.9924506662708467e-07,6.042891827457273e-08,2.364834784779705e-07,6.0118056359492185e-09,1.396735252706395e-08,5.04605019974998e-08,1.0104514854578062e-07,1.6668838873727192e-07,2.2618910406722545e-07,5.135845018122633e-07,-1.0,-1.0,-1.0,2.378464358975261e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.5374351660391786e-07,4.705749342814247e-07,3.1901736948545654e-07,6.156751156373006e-07,5.699106151020581e-07,5.124853435145922e-07,6.250146948162594e-07,3.686088582028327e-07,6.324861712226715e-07,5.773641018971216e-07,1.3756140879992727e-07,4.6581155776914736e-07,3.1503112238610825e-07,6.175098482926613e-08,5.826647259309165e-07,1.8074110612952974e-07,4.941037960471925e-07,3.1259916726811444e-07,5.829037156335183e-08,7.210166062699503e-08,5.912226743825895e-07,9.39755420830291e-08,2.107564845779165e-07,-1.0,-1.0,-1.0,-1.0
1.22,5.083175944352149e-07,6.224940093733661e-07,3.647674307852968e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.157422906078264e-07,-1.0,-1.0,3.518588604583507e-07,-1.0,-1.0,-1.0,5.013883611348082e-07,6.220782751679495e-07,3.656486853912564e-07,3.1879258437336044e-07,1.884946429439731e-07,4.782817371367476e-07,5.362171895025938e-09,5.085388251885655e-09,4.974496060149148e-07,3.4039560166333626e-07,1.0638140948071975e-07,5.099372282555852e-07,5.532070702470524e-07,6.176294891174618e-07,3.6206012954612115e-07,-1.0,-1.0,-1.0,3.9149129194229683e-07,5.781432658491211e-08,2.3009369478637872e-07,5.619387485744654e-09,1.317257524120255e-08,4.8163186419430445e-08,9.728449344076029e-08,1.614544126688498e-07,2.200432326227972e-07,5.056191884512548e-07,-1.0,-1.0,-1.0,2.3185731793758098e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.4883052597754414e-07,4.6245907265189635e-07,3.1167699713029866e-07,6.085456979160959e-07,5.621405996623743e-07,5.100363679949653e-07,6.204780419551365e-07,3.674148147867006e-07,6.25751372570201e-07,5.696700918788947e-07,1.329865462298372e-07,4.577006968208684e-07,3.077162030238933e-07,5.909277831694096e-08,5.750612377585804e-07,1.7534695968369514e-07,4.859998935869765e-07,3.053410910894735e-07,5.573298825122815e-08,6.913966347473628e-08,5.837231693003704e-07,9.041151592804529e-08,2.0481647323311323e-07,-1.0,-1.0,-1.0,-1.0
1.23,5.059035640272568e-07,6.178946050324121e-07,3.6359464471728714e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.113111472645785e-07,-1.0,-1.0,3.507645472636051e-07,-1.0,-1.0,-1.0,4.934419639414861e-07,6.174278714403428e-07,3.6446928740800374e-07,3.122924844016429e-07,1.8322180647793284e-07,4.7056085149336944e-07,4.983485146494527e-09,4.77024436316834e-09,4.894833160829491e-07,3.330120999850687e-07,1.0257334684849474e-07,5.075003519068397e-07,5.456158030464691e-07,6.129521658562337e-07,3.6088900301931297e-07,-1.0,-1.0,-1.0,3.8389225577582644e-07,5.5313123412588144e-08,2.2387825357453817e-07,5.253266624111476e-09,1.2423352326095106e-08,4.597061271422949e-08,9.366407086399731e-08,1.5638478354666642e-07,2.140673409253367e-07,4.977798190111199e-07,-1.0,-1.0,-1.0,2.260281689282873e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.4407616961175748e-07,4.5448412591688623e-07,3.0450696380139276e-07,6.01499017158136e-07,5.544768902708915e-07,5.075991642807047e-07,6.159744610895182e-07,3.6622465189792527e-07,6.190884475313013e-07,5.620789293341796e-07,1.285652338676716e-07,4.497320281373453e-07,3.0057217865427494e-07,5.6549195215400986e-08,5.675577303541321e-07,1.7011648123170974e-07,4.780298887024519e-07,2.982535662087602e-07,5.328794085099712e-08,6.629940989320374e-08,5.763194847722065e-07,8.698310685794294e-08,1.9904613527124246e-07,-1.0,-1.0,-1.0,-1.0
1.24,5.035010546008752e-07,6.133294486661187e-07,3.624256409771631e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.069123630013842e-07,-1.0,-1.0,3.4967365404253794e-07,-1.0,-1.0,-1.0,4.856225095173158e-07,6.128125789700921e-07,3.6329370776766953e-07,3.059382562541525e-07,1.781023703623867e-07,4.6296933266834487e-07,4.6315745979262315e-09,4.474954361890267e-09,4.81645437372322e-07,3.2579075929047434e-07,9.890274483355142e-08,5.050751918081901e-07,5.381308795363475e-07,6.083111764094874e-07,3.5972171377148143e-07,-1.0,-1.0,-1.0,3.7644478792754073e-07,5.292037972050551e-08,2.1783235352936115e-07,4.911648679870634e-09,1.1717052688014378e-08,4.3877998408172965e-08,9.017864159957022e-08,1.5147434083165955e-07,2.0825664353667217e-07,4.900643660044388e-07,-1.0,-1.0,-1.0,2.2035447744066354e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.3947527092200256e-07,4.466476309961445e-07,2.975032825192749e-07,5.945341111796819e-07,5.469180274156019e-07,5.051736754545316e-07,6.115037100649275e-07,3.650383568840019e-07,6.124966274234765e-07,5.545892352212217e-07,1.242922698605419e-07,4.4190304222717877e-07,2.9359503194511614e-07,5.411528425383459e-08,5.60152879492662e-07,1.6504462307911737e-07,4.701915527942895e-07,2.9133253593247066e-07,5.095028884149034e-08,6.357589345247694e-08,5.690103880727765e-07,8.368513743827707e-08,1.9344056159831492e-07,-1.0,-1.0,-1.0,-1.0
1.25,5.011100109010953e-07,6.08798283206098e-07,3.6126040732888075e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.025456980453171e-07,-1.0,-1.0,3.485861700552774e-07,-1.0,-1.0,-1.0,4.779279540790482e-07,6.082321298902133e-07,3.6212193406214373e-07,2.9972629075968557e-07,1.7313168466823044e-07,4.5550493478179635e-07,4.304544566888046e-09,4.198244708600312e-09,4.7393388680637666e-07,3.1872797505657064e-07,9.53646019383069e-08,5.026616912880544e-07,5.307507794656e-07,6.037062314057047e-07,3.585582490701904e-07,-1.0,-1.0,-1.0,3.69145784793595e-07,5.063138125606731e-08,2.1195132674339712e-07,4.592863267258642e-09,1.1051198430367181e-08,4.1880779712414274e-08,8.682316254601802e-08,1.4671808602842079e-07,2.0260649213070308e-07,4.824708351242245e-07,-1.0,-1.0,-1.0,2.148318656292411e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.3502282405971932e-07,4.389471681465366e-07,2.9066206043144337e-07,5.876500290094304e-07,5.394625716919996e-07,5.027598448759622e-07,6.070655485078334e-07,3.6385591713381357e-07,6.059751518021787e-07,5.471996490465866e-07,1.2016263022695358e-07,4.342112741774764e-07,2.867808405904332e-07,5.1786308419507146e-08,5.528453786087989e-07,1.601264957017697e-07,4.624826946248308e-07,2.8457404124505236e-07,4.8715309254764554e-08,6.096431370480018e-08,5.617946624387937e-07,8.051262853305479e-08,1.8799498688623944e-07,-1.0,-1.0,-1.0,-1.0
1.26,4.987303779392444e-07,6.043008535294785e-07,3.6009893157610257e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.98210914425648e-07,-1.0,-1.0,3.475020845958402e-07,-1.0,-1.0,-1.0,4.703562870005536e-07,6.036862583994837e-07,3.609539539237878e-07,2.9365307663828165e-07,1.6830524631918916e-07,4.4816545223824743e-07,4.000633755257045e-09,3.938925152057258e-09,4.6634661530755406e-07,3.118202238068829e-07,9.195410001278624e-08,5.002597939506107e-07,5.234740047487371e-07,5.991370438339555e-07,3.573985962257676e-07,-1.0,-1.0,-1.0,3.6199220793402195e-07,4.844161916886532e-08,2.0623063497656148e-07,4.295355340739499e-09,1.0423455857119336e-08,3.997460150871077e-08,8.35927793615425e-08,1.4211117759689843e-07,1.971123714968599e-07,4.749972646928027e-07,-1.0,-1.0,-1.0,2.0945608510395287e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.3071398822083613e-07,4.3138036019461077e-07,2.839794965710841e-07,5.808458307575976e-07,5.321091035251164e-07,5.003576161799548e-07,6.026597378124945e-07,3.626773200774953e-07,5.995232683723483e-07,5.399088286149122e-07,1.1617146271833917e-07,4.2665430285694505e-07,2.801257750486843e-07,4.955773566911022e-08,5.456339385596829e-07,1.5535736271331455e-07,4.5490115968729455e-07,2.779742184282784e-07,4.6578487084220613e-08,5.846006770549534e-08,5.546711068610567e-07,7.746079168561218e-08,1.8270478531429542e-07,-1.0,-1.0,-1.0,-1.0
1.27,4.963621009916615e-07,5.998369064440579e-07,3.5894120156206875e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.939077759601084e-07,-1.0,-1.0,3.464213869920236e-07,-1.0,-1.0,-1.0,4.6290553027089495e-07,5.991747007463327e-07,3.597897550253013e-07,2.8771519762400677e-07,1.6361869426890565e-07,4.4094871898262566e-07,3.7182057099199358e-09,3.6958831705778917e-09,4.5888160723919866e-07,3.0506406126923167e-07,8.866659748587749e-08,4.97869443674448e-07,5.162990791365006e-07,5.946033290242007e-07,3.562427425911594e-07,-1.0,-1.0,-1.0,3.54981082671816e-07,4.634678103923447e-08,2.0066586602346778e-07,4.017677156831265e-09,9.83162700935573e-09,3.815530779440593e-08,8.048281938554774e-08,1.3764892602387708e-07,1.9176989566199878e-07,4.676417251199655e-07,-1.0,-1.0,-1.0,2.0422301293438876e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.2654408214598822e-07,4.2394487178283967e-07,2.7745187966961096e-07,5.741205874865325e-07,5.248562228954102e-07,4.979669332755615e-07,5.982860411278991e-07,3.6150255318629854e-07,5.931402329009048e-07,5.327154497820461e-07,1.1231408089435966e-07,4.1922975013331586e-07,2.7362609633521945e-07,4.742523004355134e-08,5.385172873911365e-07,1.5073263599513616e-07,4.474448295857058e-07,2.715292967393366e-07,4.453550611616409e-08,5.6058741883083e-08,5.476385358792257e-07,7.4525021793152e-08,1.7756546643809668e-07,-1.0,-1.0,-1.0,-1.0
1.28,4.940051255984136e-07,5.95406190673569e-07,3.5778720516946805e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.896360482412646e-07,-1.0,-1.0,3.4534406660529835e-07,-1.0,-1.0,-1.0,4.555737379613217e-07,5.946971952128623e-07,3.5862932507959057e-07,2.8190932967809764e-07,1.5906780484219616e-07,4.3385260777036134e-07,3.455739961563896e-09,3.468078792149181e-09,4.5153687985658106e-07,2.984561205758239e-07,8.549762284812637e-08,4.954905846112222e-07,5.092245478914796e-07,5.901048046277571e-07,3.550906755617859e-07,-1.0,-1.0,-1.0,3.481094967228084e-07,4.434274229963426e-08,1.9525273018335932e-07,3.758480800082498e-09,9.273641703077298e-09,3.6418932565575e-08,7.748878482611592e-08,1.3332678904921845e-07,1.8657480412716698e-07,4.604023183702445e-07,-1.0,-1.0,-1.0,1.9912864778204064e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.2250857880593748e-07,4.1663840862929355e-07,2.7107558602172226e-07,5.67473381082845e-07,5.177025490684572e-07,4.955877403445883e-07,5.939442233448046e-07,3.6033160397245655e-07,5.868253091301787e-07,5.25618206211526e-07,1.0858595840446696e-07,4.119352801048418e-07,2.672781538675888e-07,4.538464316862854e-08,5.314941701069933e-07,1.4624787098343056e-07,4.40111621425365e-07,2.6523559614617234e-07,4.25822401660911e-08,5.375610424422354e-08,5.406957793792869e-07,7.170089006358967e-08,1.72572671182192e-07,-1.0,-1.0,-1.0,-1.0
1.29,4.916593975620201e-07,5.910084568430603e-07,3.5663693032030946e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.853954986229939e-07,-1.0,-1.0,3.442701128307022e-07,-1.0,-1.0,-1.0,4.483589957010376e-07,5.902534820989892e-07,3.5747265183963673e-07,2.7623223828947695e-07,1.5464848723470485e-07,4.2687502945130915e-07,3.211823793288155e-09,3.2545397669568888e-09,4.443104827669825e-07,2.9199311050466717e-07,8.244286837666393e-08,4.931231611843206e-07,5.022489774686335e-07,5.856411905979369e-07,3.539423825753967e-07,-1.0,-1.0,-1.0,3.413745988556398e-07,4.242555803161294e-08,1.899870568297166e-07,3.5165112333758426e-09,8.747550038264543e-09,3.4761691118212204e-08,7.460634620340972e-08,1.2914036704200305e-07,1.8152295821578218e-07,4.532771774391456e-07,-1.0,-1.0,-1.0,1.94169106156302e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.1860310026589268e-07,4.0945871680050195e-07,2.6484707740170054e-07,5.6090330413103e-07,5.10646720328392e-07,4.932199818402615e-07,5.8963405108287e-07,3.591644599890497e-07,5.805777686922782e-07,5.186158091343527e-07,1.0498272346848156e-07,4.047685983456161e-07,2.6107838336243366e-07,4.343200612479845e-08,5.245633484415424e-07,1.4189876210827924e-07,4.3289948721367667e-07,2.5908952511865433e-07,4.0714744701810044e-08,5.154809689968192e-08,5.338416823936698e-07,6.898413724379462e-08,1.6772216795256634e-07,-1.0,-1.0,-1.0,-1.0
1.3,4.893248629461796e-07,5.866434574643875e-07,3.5549036497579436e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.811858962070672e-07,-1.0,-1.0,3.431995150967332e-07,-1.0,-1.0,-1.0,4.412594201615961e-07,5.858433037067152e-07,3.563197230983648e-07,2.706807758597497e-07,1.5035677916539736e-07,4.200139322672242e-07,2.985144594207003e-09,3.054357067852869e-09,4.3720049739869314e-07,2.856718137613479e-07,7.949818409321605e-08,4.907671180875318e-07,4.953709552006468e-07,5.812122091708446e-07,3.527978511119271e-07,-1.0,-1.0,-1.0,3.3477359758115687e-07,4.059145512186969e-08,1.848647910767073e-07,3.2905998355612813e-09,8.251515351047553e-09,3.3179971748262286e-08,7.183133603936884e-08,1.2508539852186555e-07,1.7661033752987337e-07,4.4626446583819413e-07,-1.0,-1.0,-1.0,1.8934061879013596e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.1482341272264613e-07,4.024035819972686e-07,2.587628990297157e-07,5.544094597885688e-07,5.036873937150463e-07,4.908636024858997e-07,5.853552926778864e-07,3.5800110882987137e-07,5.743968910243712e-07,5.117069871120155e-07,1.0150015354919775e-07,3.977274511644575e-07,2.5502330478271936e-07,4.156352166997904e-08,5.17723600635044e-07,1.3768113837975044e-07,4.2580641327115985e-07,2.5308757847417084e-07,3.892924883630226e-08,4.943082889808861e-08,5.270751049039832e-07,6.637066710873657e-08,1.6300984886541783e-07,-1.0,-1.0,-1.0,-1.0
1.31,4.870014680745073e-07,5.82310946921819e-07,3.543474971361887e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.770070118298324e-07,-1.0,-1.0,3.4213226286524395e-07,-1.0,-1.0,-1.0,4.342731585497801e-07,5.814664043245226e-07,3.551705266885125e-07,2.6525187916989523e-07,1.4618884267653474e-07,4.1326730116253186e-07,2.774482756410579e-09,2.8666806960179617e-09,4.302050364787751e-07,2.794890853002404e-07,7.665957194648347e-08,4.884224002837218e-07,4.885890889880399e-07,5.768175848463435e-07,3.516570686933547e-07,-1.0,-1.0,-1.0,3.2830375987057403e-07,3.8836824761655225e-08,1.7988199053972229e-07,3.0796583920455033e-09,7.783807582522313e-09,3.167032783218304e-08,6.915974278443238e-08,1.2115775582096523e-07,1.7183303651113724e-07,4.3936237708864145e-07,-1.0,-1.0,-1.0,1.846395271314626e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.1116542170865227e-07,3.954708288532084e-07,2.528196775869232e-07,5.479909616624922e-07,4.968232447647304e-07,4.885185472735937e-07,5.811077181691011e-07,3.568415381292946e-07,5.682819632848856e-07,5.048904858027242e-07,9.813417021027768e-08,3.9080962487712136e-07,2.491095203340983e-07,3.977555680002866e-08,5.109737212122757e-07,1.3359095911622333e-07,4.188304196524676e-07,2.4722633527630317e-07,3.722214767398119e-08,4.740056935481543e-08,5.203949216463364e-07,6.385654020145452e-08,1.584317260887005e-07,-1.0,-1.0,-1.0,-1.0
1.32,4.846891595292753e-07,5.780106814577484e-07,3.532083148406961e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.728586180490041e-07,-1.0,-1.0,3.410683456313357e-07,-1.0,-1.0,-1.0,4.2739838810882606e-07,5.771225302118881e-07,3.5402505048250066e-07,2.5994256692595696e-07,1.4214096007596077e-07,4.0663315710813185e-07,2.578705076617029e-09,2.6907157706866434e-09,4.2332224351944374e-07,2.7344185068422975e-07,7.392318021050807e-08,4.860889530035183e-07,4.819020069939638e-07,5.72457044369179e-07,3.5052002288355655e-07,-1.0,-1.0,-1.0,3.219624099017537e-07,3.7158215274444035e-08,1.7503482218732123e-07,2.882673506400594e-09,7.3427970393488814e-09,3.0229470270566454e-08,6.65877049723668e-08,1.1735344088217367e-07,1.671872611036571e-07,4.3256913422368155e-07,-1.0,-1.0,-1.0,1.800622799464484e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.076251674573731e-07,3.886583202457753e-07,2.4701411927817356e-07,5.41646933687388e-07,4.900529672546113e-07,4.861847614628912e-07,5.768910992866356e-07,3.556857355621387e-07,5.622322802706047e-07,4.981650677308025e-07,9.488083415293024e-08,3.840129450915915e-07,2.433337125092174e-07,3.806463563221121e-08,5.043125207640678e-07,1.2962430981028975e-07,4.119695595772416e-07,2.415024567852476e-07,3.558999499473227e-08,4.545374086380596e-08,5.138000219192071e-07,6.143796781415496e-08,1.5398392829302407e-07,-1.0,-1.0,-1.0,-1.0
1.33,4.823878841501599e-07,5.737424191585225e-07,3.5207280616733095e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.687404891305532e-07,-1.0,-1.0,3.400077529232527e-07,-1.0,-1.0,-1.0,4.206333156278557e-07,5.728114295839229e-07,3.5288328239230227e-07,2.547499373811366e-07,1.3820953001672465e-07,4.0010955643798727e-07,2.3967586266054437e-09,2.5257188832930294e-09,4.16550292312927e-07,2.6752710448206195e-07,7.128529809095715e-08,4.837667217439988e-07,4.7530835734360787e-07,5.681303167102685e-07,3.493867012881671e-07,-1.0,-1.0,-1.0,3.1574692783297853e-07,3.555232525747609e-08,1.7031955928198944e-07,2.6987014033187965e-09,6.926948522766138e-09,2.885426027815082e-08,6.411150559461715e-08,1.1366858118920523e-07,1.626693255152341e-07,4.258829892990392e-07,-1.0,-1.0,-1.0,1.756054300310144e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0419882042441436e-07,3.8196395661956216e-07,2.41343007941186e-07,5.353765100048336e-07,4.833752729506345e-07,4.838621905794903e-07,5.727052094389979e-07,3.545336888435366e-07,5.562471443346588e-07,4.915295120592035e-07,9.173634042510602e-08,3.773352760062206e-07,2.3769264217881872e-07,3.642743259759937e-08,4.977388257317893e-07,1.2577739812774246e-07,4.052219188706376e-07,2.359126844587024e-07,3.402949626080803e-08,4.358691318070397e-08,5.072893093938295e-07,5.911130620112403e-08,1.496626972086125e-07,-1.0,-1.0,-1.0,-1.0
1.34,4.800975890329965e-07,5.695059199403719e-07,3.5094095923279205e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.646524010356976e-07,-1.0,-1.0,3.389504743022776e-07,-1.0,-1.0,-1.0,4.1397617695937456e-07,5.685328525961325e-07,3.517452103693139e-07,2.4967116603177446e-07,1.3439106370923526e-07,3.936945901982485e-07,2.2276650590776617e-09,2.3709946977833265e-09,4.0988738643465826e-07,2.617419087024419e-07,6.874235053155919e-08,4.814556522673881e-07,4.6880680782814563e-07,5.638371330481436e-07,3.48257091554436e-07,-1.0,-1.0,-1.0,3.0965474860359614e-07,3.401599702339666e-08,1.6573257840717908e-07,2.5268630953419535e-09,6.534815804064699e-09,2.7541702504320764e-08,6.172756668592073e-08,1.100994258245438e-07,1.582756490743668e-07,4.1930222291178006e-07,-1.0,-1.0,-1.0,1.7126563102699868e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0088267695915873e-07,3.7538567532164627e-07,2.3580320320105852e-07,5.291788348442405e-07,4.7678889135894193e-07,4.81550780413937e-07,5.685498237006861e-07,3.5338538572880256e-07,5.503258653053963e-07,4.849826143651004e-07,8.86970137971558e-08,3.7077451972048115e-07,2.3218314672850515e-07,3.4860765928978036e-08,4.912514781947388e-07,1.2204655003530427e-07,3.985856154133512e-07,2.3045383800195824e-07,3.25375019323112e-08,4.179679716610077e-08,5.008617019270621e-07,5.687305101449639e-08,1.454643842851166e-07,-1.0,-1.0,-1.0,-1.0
1.35,4.77818221528538e-07,5.65300945535455e-07,3.498127621923371e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.605941314079945e-07,-1.0,-1.0,3.3789649936262654e-07,-1.0,-1.0,-1.0,4.074252365447095e-07,5.642865513292959e-07,3.5061082240422636e-07,2.4470350338479824e-07,1.306821812613229e-07,3.8738638350867345e-07,2.070515317973592e-09,2.2258927801261434e-09,4.033317587546692e-07,2.5608339126403787e-07,6.629089321321874e-08,4.791556905997605e-07,4.6239604561315504e-07,5.59577226750558e-07,3.471311813710869e-07,-1.0,-1.0,-1.0,3.036833607609409e-07,3.254621032883157e-08,1.6127035657818533e-07,2.3663398877471377e-09,6.165036425882077e-09,2.628893846892557e-08,5.943244411323652e-08,1.0664234165115563e-07,1.540027531800128e-07,4.128251437272097e-07,-1.0,-1.0,-1.0,1.670396343395362e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.76731551217897e-08,3.6892144994877247e-07,2.3039163866902188e-07,5.230530624050928e-07,4.702925694807354e-07,4.792504770203307e-07,5.644247187998855e-07,3.522408140133005e-07,5.444677604061301e-07,4.785231864185161e-07,8.575930429811997e-08,3.643286155581059e-07,2.2680213824007314e-07,3.336159143139773e-08,4.848493356604095e-07,1.184282060529008e-07,3.9205879860098805e-07,2.2512281346597004e-07,3.111100107763271e-08,4.008023897818661e-08,4.945161313767085e-07,5.471983195427411e-08,1.413854474511806e-07,-1.0,-1.0,-1.0,-1.0
1.36,4.7554972924122134e-07,5.61127259478007e-07,3.486882032396564e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.5656545956053e-07,-1.0,-1.0,3.368458177313446e-07,-1.0,-1.0,-1.0,4.009787869472505e-07,5.600722797744651e-07,3.4948010652689615e-07,2.3984427279429265e-07,1.2707960814174276e-07,3.811830949361019e-07,1.924464724471174e-09,2.08980464124547e-09,3.9688167095704105e-07,2.50548744500553e-07,6.392760773861518e-08,4.768667830297479e-07,4.560747769514378e-07,5.553503333562454e-07,3.4600895846817644e-07,-1.0,-1.0,-1.0,2.9783030531293834e-07,3.1140076377311485e-08,1.5692946843447016e-07,2.2163691977831936e-09,5.816326809924696e-09,2.509324029894093e-08,5.72228225603397e-08,1.0329380961409942e-07,1.4984725834134574e-07,4.064500880137182e-07,-1.0,-1.0,-1.0,1.6292428615232754e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.456679064076963e-08,3.62569289706154e-07,2.251053201843652e-07,5.169983567405596e-07,4.6388507157053976e-07,4.769612267150356e-07,5.603296731062555e-07,3.510999615323122e-07,5.386721541757442e-07,4.7215005596394445e-07,8.291978290701694e-08,3.579955394023875e-07,2.2154660171633817e-07,3.192699652308567e-08,4.78531270857579e-07,1.1491891762641353e-07,3.8563964881261117e-07,2.19916581392213e-07,2.9747115265811504e-08,3.843421450452947e-08,4.882515434192546e-07,5.2648407624318554e-08,1.374224479707506e-07,-1.0,-1.0,-1.0,-1.0
