,2MASS/2MASS.H,2MASS/2MASS.J,2MASS/2MASS.Ks,AKARI/FIS.N160,AKARI/FIS.N60,AKARI/FIS.WIDE-L,AKARI/FIS.WIDE-S,AKARI/IRC.L18W,AKARI/IRC.S9W,COBE/DIRBE.100m,COBE/DIRBE.12m,COBE/DIRBE.140m,COBE/DIRBE.1p25m,COBE/DIRBE.240m,COBE/DIRBE.25m,COBE/DIRBE.2p2m,COBE/DIRBE.3p5m,COBE/DIRBE.4p9m,COBE/DIRBE.60m,DENIS/DENIS.I,DENIS/DENIS.J,DENIS/DENIS.Ks,GAIA/GAIA3.G,GAIA/GAIA3.Gbp,GAIA/GAIA3.Grp,GALEX/GALEX.FUV,GALEX/GALEX.NUV,Generic/Cousins.I,Generic/Cousins.R,Generic/Johnson_UBVRIJHKL.B,Generic/Johnson_UBVRIJHKL.H,Generic/Johnson_UBVRIJHKL.I,Generic/Johnson_UBVRIJHKL.J,Generic/Johnson_UBVRIJHKL.K,Generic/Johnson_UBVRIJHKL.LI,Generic/Johnson_UBVRIJHKL.M,Generic/Johnson_UBVRIJHKL.N,Generic/Johnson_UBVRIJHKL.R,Generic/Johnson_UBVRIJHKL.U,Generic/Johnson_UBVRIJHKL.V,HST/WFPC2-WF.F170W,HST/WFPC2-WF.F255W,HST/WFPC2-WF.F336W,HST/WFPC2-WF.F439W,HST/WFPC2-WF.F502N,HST/WFPC2-WF.F555W,HST/WFPC2-WF.F814W,Herschel/PACS.blue,Herschel/PACS.green,Herschel/PACS.red,Hipparcos/Hipparcos.Hp_MvB,IRAS/IRAS.100mu,IRAS/IRAS.12mu,IRAS/IRAS.25mu,IRAS/IRAS.60mu,JCMT/SCUBA2.450GHz,JCMT/SCUBA2.850GHz,MSX/MSX.A,MSX/MSX.B1,MSX/MSX.B2,PAN-STARRS/PS1.g,PAN-STARRS/PS1.i,PAN-STARRS/PS1.r,PAN-STARRS/PS1.y,PAN-STARRS/PS1.z,Paranal/VISTA.H,Paranal/VISTA.J,Paranal/VISTA.Ks,Paranal/VISTA.Y,Paranal/VISTA.Z,SLOAN/SDSS.g,SLOAN/SDSS.i,SLOAN/SDSS.r,SLOAN/SDSS.u,SLOAN/SDSS.z,Skymapper/Skymapper.g,Skymapper/Skymapper.i,Skymapper/Skymapper.r,Skymapper/Skymapper.u,Skymapper/Skymapper.v,Skymapper/Skymapper.z,TYCHO/TYCHO.B_MvB,TYCHO/TYCHO.V_MvB,WISE/WISE.W1,WISE/WISE.W2,WISE/WISE.W3,WISE/WISE.W4
-0.4,1.1007815970080286e-06,2.081759304550853e-06,6.148509109620527e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0046884216996436e-06,-1.0,-1.0,5.831684869880217e-07,-1.0,-1.0,-1.0,6.855367025747918e-06,2.11407864515438e-06,6.174293565213572e-07,1.9867716660005718e-05,3.179859994947069e-05,7.678819704175337e-06,0.0008499065603836211,0.0006081348545038578,6.956709920382148e-06,1.287738759490988e-05,4.501993118232207e-05,1.1100556617026036e-06,5.4811331403254125e-06,2.159482235384648e-06,6.130678288840988e-07,-1.0,-1.0,-1.0,1.0869846463814252e-05,7.99028819193603e-05,2.1412511114481093e-05,0.0007307865562689382,0.0002818659197057063,9.550028865470061e-05,4.7066456501059515e-05,2.8358145629930402e-05,2.3170687386925087e-05,6.765954052135675e-06,-1.0,-1.0,-1.0,2.553186128691626e-05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.36154685865742e-05,7.960033848732606e-06,1.4430731634642203e-05,4.031039356365898e-06,5.241579674027372e-06,1.1101547074223163e-06,2.0257741935312405e-06,6.217663059003586e-07,3.556446462887725e-06,5.043217568717844e-06,3.701788918266742e-05,8.100919935709791e-06,1.4498580716481908e-05,7.731371435809817e-05,4.912163443069269e-06,2.9364414746885875e-05,7.2759172542428784e-06,1.5079146562000343e-05,8.272093392974548e-05,6.256102861715026e-05,4.688088457919895e-06,5.0741042487388886e-05,2.4285988882421128e-05,-1.0,-1.0,-1.0,-1.0
-0.39,1.0955338753256495e-06,2.066228544244579e-06,6.128708699359818e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.9900068942619837e-06,-1.0,-1.0,5.813503109308581e-07,-1.0,-1.0,-1.0,6.744455617826436e-06,2.0980730479457267e-06,6.154339344596091e-07,1.92565050556318e-05,3.0699310834533126e-05,7.54188474788555e-06,0.0007887561095711818,0.0005611813448935486,6.843415013817143e-06,1.2585758809831685e-05,4.333571628927306e-05,1.1047257064331598e-06,5.402233755711346e-06,2.142591348748972e-06,6.110712198748821e-07,-1.0,-1.0,-1.0,1.0639235062649893e-05,7.638191864983442e-05,2.0809702145706903e-05,0.0006773398767880072,0.000263951449574811,9.110300578133877e-05,4.5293984771821e-05,2.7467668785096086e-05,2.2486124379688343e-05,6.656031114537225e-06,-1.0,-1.0,-1.0,2.471411925009899e-05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.247642265296829e-05,7.820110392294525e-06,1.4087403160371704e-05,3.9841738188238035e-06,5.169557548179755e-06,1.1048253870215876e-06,2.0109939167926236e-06,6.197487536047793e-07,3.518434293288191e-06,4.975554970494495e-06,3.5720012266806044e-05,7.957135013607514e-06,1.415368335127883e-05,7.394002175040131e-05,4.8470531358884584e-06,2.841355856230949e-05,7.154185020127939e-06,1.4711615502261316e-05,7.905730748336666e-05,5.9982047996693353e-05,4.627758936677248e-06,4.877686357074982e-05,2.356047654507849e-05,-1.0,-1.0,-1.0,-1.0
-0.38,1.090311294574722e-06,2.0508145938516207e-06,6.108972250776071e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.975434475318528e-06,-1.0,-1.0,5.79537831046052e-07,-1.0,-1.0,-1.0,6.635352289371578e-06,2.08218991873672e-06,6.134449853403987e-07,1.866545014536054e-05,2.963929922412312e-05,7.407469360546783e-06,0.0007320131510883954,0.0005178918561659248,6.731976359955963e-06,1.2300805367745068e-05,4.171488057617383e-05,1.099421498678339e-06,5.324493200276088e-06,2.1258359516494067e-06,6.090811970423294e-07,-1.0,-1.0,-1.0,1.041363725541858e-05,7.301651296004004e-05,2.022400250907311e-05,0.0006278271764927083,0.0002471928132519206,8.690848975400455e-05,4.3588383514756916e-05,2.660515411651192e-05,2.182212683622509e-05,6.547922694804878e-06,-1.0,-1.0,-1.0,2.392354834690496e-05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.137637147986405e-05,7.682662631820025e-06,1.375231309394086e-05,3.9378542662424995e-06,5.098528474840472e-06,1.0995218009153727e-06,1.996321955474388e-06,6.177377694117808e-07,3.4808292575590095e-06,4.908802991446966e-06,3.4468042035984464e-05,7.815918553084363e-06,1.3817041688061066e-05,7.071383985183765e-05,4.782811817831725e-06,2.7493922636523235e-05,7.034504142101801e-06,1.435315296272178e-05,7.55561543884482e-05,5.7509434064204225e-05,4.5682108578005415e-06,4.688894750748974e-05,2.285686442600568e-05,-1.0,-1.0,-1.0,-1.0
-0.37,1.0851137337176183e-06,2.0355165674842643e-06,6.089299556612597e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.960970342317173e-06,-1.0,-1.0,5.777310294020652e-07,-1.0,-1.0,-1.0,6.528027347794482e-06,2.0664283101241647e-06,6.11462488087971e-07,1.8093852447938756e-05,2.861712203068984e-05,7.275525903452992e-06,0.0006793594402271176,0.00047797788504917575,6.622363369224177e-06,1.2022372941284665e-05,4.015502593442632e-05,1.094142913311086e-06,5.2478941230948365e-06,2.109214930709623e-06,6.070977383893064e-07,-1.0,-1.0,-1.0,1.0192941557281569e-05,6.979977426190051e-05,1.965492281910898e-05,0.0005819569406752022,0.00023151426532165505,8.29073770561823e-05,4.1947125393009205e-05,2.57697235669049e-05,2.1178067179983062e-05,6.4415984113395905e-06,-1.0,-1.0,-1.0,2.3159218063455225e-05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0313966909410634e-05,7.547646485733496e-06,1.3425262095380566e-05,3.8920743252524034e-06,5.028478714805055e-06,1.0942438241125594e-06,1.9817575122590094e-06,6.157333318692955e-07,3.443626986295128e-06,4.842949338313411e-06,3.326034101432983e-05,7.677224389146242e-06,1.3488456898777876e-05,6.76287058335934e-05,4.719427815557584e-06,2.6604468719496926e-05,6.916839809698421e-06,1.4003532501243363e-05,7.221025970354694e-05,5.513879772295617e-05,4.509434037104472e-06,4.5074324512451805e-05,2.2174485088901513e-05,-1.0,-1.0,-1.0,-1.0
-0.36,1.0799410723022609e-06,2.020333586030439e-06,6.069690410286364e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.9466136789930885e-06,-1.0,-1.0,5.759298881240767e-07,-1.0,-1.0,-1.0,6.422451591580079e-06,2.0507872821166336e-06,6.094864216954475e-07,1.7541037677110604e-05,2.7631390435889633e-05,7.146007659781007e-06,0.000630499753147845,0.0004411738172483056,6.514545958926001e-06,1.1750310804045941e-05,3.8653845454905606e-05,1.0888898258160304e-06,5.172419437807873e-06,2.0927271819128768e-06,6.05120821993027e-07,-1.0,-1.0,-1.0,9.977039014169936e-06,6.672511799361794e-05,1.9101987791819124e-05,0.000539459409618161,0.00021684510415256343,7.909073718993735e-05,4.0367778756274034e-05,2.4960526651636277e-05,2.0553337265740216e-05,6.337028397678733e-06,-1.0,-1.0,-1.0,2.2420230556861565e-05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.9287907829361536e-05,7.415018662182532e-06,1.3106055687000907e-05,3.846827697024098e-06,4.959394719594966e-06,1.0889913322325995e-06,1.967299795724364e-06,6.137354195955484e-07,3.406823157074544e-06,4.777981884299814e-06,3.209533060297987e-05,7.54100719148014e-06,1.3167734972698648e-05,6.46784406020952e-05,4.65688961349495e-06,2.5744193492753124e-05,6.801157807167469e-06,1.3662533395302091e-05,6.90127293114705e-05,5.2865931074980884e-05,4.451418423894154e-06,4.33301407811656e-05,2.1512691617837277e-05,-1.0,-1.0,-1.0,-1.0
-0.35,1.0747931904592777e-06,2.005264777101455e-06,6.050144605885798e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.9323636753200276e-06,-1.0,-1.0,5.741343893938021e-07,-1.0,-1.0,-1.0,6.318596302110309e-06,2.035265902075821e-06,6.075167652245996e-07,1.700635580854231e-05,2.6680767809795468e-05,7.018868816398427e-06,0.0005851602185379223,0.0004072350999334937,6.40849454480102e-06,1.148447174584612e-05,3.720911994332537e-05,1.0836621122864819e-06,5.098052318517084e-06,2.0763716105216332e-06,6.031504260047989e-07,-1.0,-1.0,-1.0,9.765823144245083e-06,6.378625199276124e-05,1.8564735835506175e-05,0.000500084942960444,0.00020311933056225536,7.545005262219346e-05,3.884800401184166e-05,2.4176739592862482e-05,1.9947347769891326e-05,6.234183293664653e-06,-1.0,-1.0,-1.0,2.170571948412187e-05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.829693851694734e-05,7.284736644806715e-06,1.2794504133873264e-05,3.8021081563949273e-06,4.891263128801224e-06,1.08376420150251e-06,1.9529480202999417e-06,6.11744011278825e-07,3.370413493952175e-06,4.7138886668189115e-06,3.0971488947087285e-05,7.4072224492774435e-06,1.2854686599012687e-05,6.185713631643271e-05,4.5951858516985405e-06,2.4912127381684666e-05,6.687424503247926e-06,1.3329940495924218e-05,6.595697563399868e-05,5.068679993688509e-05,4.394154099205962e-06,4.165365394768262e-05,2.0870856981267632e-05,-1.0,-1.0,-1.0,-1.0
-0.33999999999999997,1.0696699688991685e-06,1.9903092749801435e-06,6.030661938168596e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.9182195274620102e-06,-1.0,-1.0,5.723445154493131e-07,-1.0,-1.0,-1.0,6.216433235624395e-06,2.0198632446583636e-06,6.055534978056231e-07,1.6489180182048593e-05,2.576396771119117e-05,6.894064446036414e-06,0.0005430867704025425,0.0003759365609229861,6.304180032722252e-06,1.1224711989994883e-05,3.581871456932918e-05,1.0784596494214328e-06,5.0247761957471465e-06,2.060147130997916e-06,6.011865286497709e-07,-1.0,-1.0,-1.0,9.559189880736559e-06,6.097716347772522e-05,1.8042718653545298e-05,0.00046360250799913914,0.00019027532995825614,7.197719966104496e-05,3.7385550133496966e-05,2.3417564480885313e-05,1.935952760009932e-05,6.133034236766126e-06,-1.0,-1.0,-1.0,2.1014848873730096e-05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.73398470415252e-05,7.156758678764295e-06,1.2490422327271925e-05,3.757909551005834e-06,4.82407076746516e-06,1.078562308753889e-06,1.938701406223385e-06,6.097590856772412e-07,3.334393766959193e-06,4.650657885259942e-06,2.9887348880645992e-05,7.275826456334707e-06,1.2549127052306313e-05,5.915914445608515e-05,4.534305323733592e-06,2.4107333408637434e-05,6.5756068411186404e-06,1.3005544085391177e-05,6.303670398354775e-05,4.8597536664939575e-05,4.3376312740716636e-06,4.004222872078256e-05,2.0248373415897917e-05,-1.0,-1.0,-1.0,-1.0
-0.32999999999999996,1.064571288909488e-06,1.975466220569396e-06,6.011242202559543e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.9041804377253943e-06,-1.0,-1.0,5.705602485848598e-07,-1.0,-1.0,-1.0,6.115934615313842e-06,2.004578391758132e-06,6.035965986369153e-07,1.5988906637762292e-05,2.4879751965747154e-05,6.771550489820006e-06,0.0005040437131768102,0.00034707086273215383,6.201573810533196e-06,1.097089111252674e-05,3.448057564415548e-05,1.0732823145225841e-06,4.952574752470348e-06,2.0440526669243307e-06,5.992291082266799e-07,-1.0,-1.0,-1.0,9.35703751612433e-06,5.8292106610330004e-05,1.7535500858759415e-05,0.0004297982824602933,0.00017825557631413654,6.866443021891108e-05,3.597825130303519e-05,2.268222846183783e-05,1.8789323323689612e-05,6.03355285355e-06,-1.0,-1.0,-1.0,2.0346812038419723e-05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.6415463723903383e-05,7.031043757012065e-06,1.2193629671001273e-05,3.7142258004483476e-06,4.75780464349576e-06,1.0733855314199448e-06,1.9245591794973553e-06,6.077806216185138e-07,3.298759791607768e-06,4.58827789878877e-06,2.884149594628132e-05,7.1467762964267575e-06,1.2250876080846426e-05,5.657906441464049e-05,4.474236974589477e-06,2.3328906085347053e-05,6.46567232852273e-06,1.2689139738615602e-05,6.024589952333843e-05,4.6594433276654675e-05,4.2818402878055406e-06,3.849333269152739e-05,1.9644651829783753e-05,-1.0,-1.0,-1.0,-1.0
-0.32,1.059497032352039e-06,1.960734761341109e-06,5.991885195148341e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.8902456145113167e-06,-1.0,-1.0,5.687815711506913e-07,-1.0,-1.0,-1.0,6.017073123549853e-06,1.9894104324489767e-06,6.016460469848499e-07,1.5504952684941622e-05,2.402692881900233e-05,6.651283740148657e-06,0.00046781239098937387,0.00032044708061773955,6.100647740021484e-06,1.0722871963348265e-05,3.319272752192222e-05,1.0681299854913818e-06,4.8814319201940105e-06,2.0280871509258014e-06,5.972781431075999e-07,-1.0,-1.0,-1.0,9.1592666476333e-06,5.5725590613550734e-05,1.704265959905403e-05,0.00039847436300002165,0.00016700635645687875,6.550435442134748e-05,3.4624023679346616e-05,2.196998295087873e-05,1.8236198614185787e-05,5.935711251300435e-06,-1.0,-1.0,-1.0,1.9700830527518765e-05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.5522659650314326e-05,6.907551606833815e-06,1.1903949970536731e-05,3.671050895421562e-06,4.6924519451231e-06,1.0682337475325427e-06,1.9105205718467195e-06,6.058085979997317e-07,3.26350742840115e-06,4.526737224177967e-06,2.7832566487251446e-05,7.0200298289470895e-06,1.1959757797601259e-05,5.4111732596271784e-05,4.414969898621839e-06,2.257597034336766e-05,6.35758902806281e-06,1.2380528188092561e-05,5.757881480890165e-05,4.467393485658438e-05,4.2267716063142065e-06,3.700453230541684e-05,1.90591212240585e-05,-1.0,-1.0,-1.0,-1.0
-0.31,1.054447081660083e-06,1.946114051285525e-06,5.972590712687433e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.8764142722685112e-06,-1.0,-1.0,5.670084655528782e-07,-1.0,-1.0,-1.0,5.919821894240974e-06,1.9743584629279415e-06,5.997018221835543e-07,1.5036756702160658e-05,2.320435116119995e-05,6.53322182391988e-06,0.00043418995350346507,0.0002958893946259856,6.001374149026879e-06,1.0480520589254432e-05,3.1953269619769745e-05,1.0630025408260652e-06,4.811331875109532e-06,2.0122495245919766e-06,5.953336117376903e-07,-1.0,-1.0,-1.0,8.965780124008832e-06,5.327236841953645e-05,1.656378419398092e-05,0.00036944757137039914,0.0001564775132494768,6.248992402224644e-05,3.332086229021684e-05,2.128010287009434e-05,1.769963371540444e-05,5.839482009783148e-06,-1.0,-1.0,-1.0,1.9076153117451696e-05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.466034523908355e-05,6.786242676612842e-06,1.1621211324909228e-05,3.628378896899032e-06,4.6280000383873455e-06,1.0631068357192628e-06,1.8965848206760566e-06,6.038429937871283e-07,3.228632582349036e-06,4.46602453366647e-06,2.6859245809009298e-05,6.895545674810736e-06,1.1675600573931025e-05,5.175221199276377e-05,4.356493337522838e-06,2.1847680501178424e-05,6.251325547664107e-06,1.2079515192333043e-05,5.502995788496901e-05,4.283263323460897e-05,4.1724158204287844e-06,3.5573488992666074e-05,1.8491228132703436e-05,-1.0,-1.0,-1.0,-1.0
-0.3,1.0494213198355624e-06,1.931603250860969e-06,5.953358552589848e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.8626856314464933e-06,-1.0,-1.0,5.652409142531351e-07,-1.0,-1.0,-1.0,5.824154505318781e-06,1.9594215864589207e-06,5.977639036346876e-07,1.4583777167677244e-05,2.2410914821142888e-05,6.417323186089042e-06,0.00040298821131304807,0.00027323588646157085,5.903725823681355e-06,1.0243706158769524e-05,3.076037355228419e-05,1.0578998596187373e-06,4.742259034302055e-06,1.996538738400323e-06,5.933954926349478e-07,-1.0,-1.0,-1.0,8.776482993542693e-06,5.092742582419036e-05,1.6098475781909605e-05,0.00034254835080498773,0.0001466222063530251,5.9614416587982835e-05,3.20668380421742e-05,2.061188591033228e-05,1.717912492254603e-05,5.7448381731521296e-06,-1.0,-1.0,-1.0,1.847205483897827e-05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.382746885811119e-05,6.667078122844075e-06,1.1345246021264915e-05,3.5862039353054295e-06,4.5644364646628406e-06,1.0580046752004753e-06,1.8827511690274807e-06,6.01883788015853e-07,3.1941312024881734e-06,4.406128652848377e-06,2.5920266407772337e-05,6.773283202614702e-06,1.139823693588258e-05,4.949578221986631e-05,4.29879667831913e-06,2.114321926669931e-05,6.146851031202483e-06,1.1785911407688926e-05,5.259408091295624e-05,4.1067260925431636e-05,4.118763644259194e-06,3.4197955450381225e-05,1.7940436079793767e-05,-1.0,-1.0,-1.0,-1.0
-0.29000000000000004,1.0444196304463347e-06,1.9172015269439702e-06,5.934188512927047e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.8490589184491134e-06,-1.0,-1.0,5.634788997686431e-07,-1.0,-1.0,-1.0,5.73004497134939e-06,1.944598913316776e-06,5.958322708072195e-07,1.4145491918819817e-05,2.1645556926346986e-05,6.303547073558472e-06,0.00037403257438335235,0.0002523374327369218,5.807676000779004e-06,1.0012300888768904e-05,2.9612280375800495e-05,1.052821821552443e-06,4.674198052019786e-06,1.980953751639887e-06,5.914637643899559e-07,-1.0,-1.0,-1.0,8.591282453319495e-06,4.868597112564793e-05,1.564634697749497e-05,0.0003176197457511692,0.00013739668934560173,5.687142041480341e-05,3.086009484389328e-05,1.9964651816215186e-05,1.667418407973657e-05,5.651753241996364e-06,-1.0,-1.0,-1.0,1.788783603981202e-05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.302301549135112e-05,6.550019797381438e-06,1.10758904320334e-05,3.5445202097028735e-06,4.501748938216787e-06,1.0529271457864284e-06,1.8690188655387777e-06,5.999309597897463e-07,3.1599992814081315e-06,4.347038558590508e-06,2.5014406263641213e-05,6.653202515051283e-06,1.1127503463024055e-05,4.733792999268988e-05,4.241869451397199e-06,2.0461796773991585e-05,6.044135149294548e-06,1.1499532263481163e-05,5.0266169305355376e-05,3.93746853184904e-05,4.065805913570202e-06,3.2875772070654784e-05,1.740622505367175e-05,-1.0,-1.0,-1.0,-1.0
-0.28,1.0394418976234256e-06,1.9029080527797747e-06,5.915080392426779e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.8355333655884726e-06,-1.0,-1.0,5.617224046718749e-07,-1.0,-1.0,-1.0,5.6374677362687336e-06,1.9298895607318976e-06,5.939069032372083e-07,1.3721397439279485e-05,2.090725432687979e-05,6.1918535193891706e-06,0.00034716106749930825,0.0002330566868438505,5.713198360273634e-06,9.78617997283931e-06,2.8507297938354377e-05,1.047768306898264e-06,4.607133816002032e-06,1.9654935323357278e-06,5.895384056656378e-07,-1.0,-1.0,-1.0,8.41008779965463e-06,4.654342522500696e-05,1.5207021539138696e-05,0.0002945164586043974,0.00012876010206163072,5.4254820145417914e-05,2.9698846838835268e-05,1.9337741693606734e-05,1.618433809349286e-05,5.560201165524087e-06,-1.0,-1.0,-1.0,1.732282148131217e-05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.2246005452537846e-05,6.4350302349161724e-06,1.0812984914639506e-05,3.5033219869868047e-06,4.439925343802003e-06,1.0478741278743506e-06,1.8553871644018564e-06,5.979844882811126e-07,3.1262328547821894e-06,4.288743376978321e-06,2.4140487195899762e-05,6.5352644355696066e-06,1.0863240689756802e-05,4.5274340020756384e-05,4.185701328555666e-06,1.9802649652961466e-05,5.943148090247011e-06,1.1220197840345205e-05,4.804143134441054e-05,3.7751903107933744e-05,4.013533584178991e-06,3.160486350883798e-05,1.688809099751526e-05,-1.0,-1.0,-1.0,-1.0
-0.27,1.034488006058288e-06,1.8887220079332502e-06,5.896033990470933e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.8221082110392014e-06,-1.0,-1.0,5.599714115904181e-07,-1.0,-1.0,-1.0,5.546397666239476e-06,1.915292652835203e-06,5.919877805275827e-07,1.331100817323726e-05,2.0195022080376243e-05,6.082203327328619e-06,0.0003222234171250287,0.00021526714231649244,5.620267017901871e-06,9.565221511336067e-06,2.7443798331216487e-05,1.0427391965124307e-06,4.541051443864992e-06,1.9501570571740042e-06,5.876193951970088e-07,-1.0,-1.0,-1.0,8.23281037969527e-06,4.449541216863361e-05,1.4780134046151128e-05,0.0002731039775865183,0.00012067427709558461,5.175878305233251e-05,2.858137574297002e-05,1.8730517338824844e-05,1.5709128461601065e-05,5.470156333882206e-06,-1.0,-1.0,-1.0,1.677635946799147e-05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.1495493144474343e-05,6.322072640681928e-06,1.055637371369532e-05,3.4626036010913016e-06,4.378953734283342e-06,1.0428455024455701e-06,1.8418553253215078e-06,5.960443527304961e-07,3.0928280009032897e-06,4.231232381289815e-06,2.3297373278215823e-05,6.419430495280831e-06,1.0605293009043814e-05,4.330088630417662e-05,4.130282121084191e-06,1.9165040130926448e-05,5.843860551162532e-06,1.0947732751709954e-05,4.591528826346321e-05,3.619603495273602e-05,3.961937730373945e-06,3.038323538647498e-05,1.638554531578732e-05,-1.0,-1.0,-1.0,-1.0
-0.26,1.0295578410000819e-06,1.874642578240156e-06,5.877049107093415e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.8087826987930965e-06,-1.0,-1.0,5.582259032068005e-07,-1.0,-1.0,-1.0,5.456810042627567e-06,1.9008073206035872e-06,5.900748823479207e-07,1.2913855865297863e-05,1.950791199582266e-05,5.974558056648227e-06,0.0002990802044850247,0.00019885227113068384,5.528856517929697e-06,9.349306443096808e-06,2.6420215438098372e-05,1.037734371833441e-06,4.475936279544403e-06,1.9349433114277258e-06,5.857067117909301e-07,-1.0,-1.0,-1.0,8.059363544156605e-06,4.2537750112295624e-05,1.4365329585328697e-05,0.0002532577703596307,0.00011310355948832659,4.937774595697498e-05,2.7506028283582992e-05,1.8142360588919096e-05,1.5248110816914617e-05,5.381593570608503e-06,-1.0,-1.0,-1.0,1.6247821008629332e-05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0770565862254405e-05,6.211110878382471e-06,1.0305904865610579e-05,3.4223594522037202e-06,4.31882232829723e-06,1.0378411510626435e-06,1.8284226134744728e-06,5.941105324464559e-07,3.0597808402249947e-06,4.174494989997015e-06,2.2483969311546482e-05,6.305662920102569e-06,1.0353508578494921e-05,4.141362381324501e-05,4.075601777868637e-06,1.8548255164943404e-05,5.746243729199309e-06,1.06819660283287e-05,4.388336477031876e-05,3.470432035743921e-05,3.911009543354335e-06,2.920897112359982e-05,1.5898114396067905e-05,-1.0,-1.0,-1.0,-1.0
-0.25,1.0246512882529618e-06,1.8606689557588117e-06,5.858125542978016e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.7955560786141109e-06,-1.0,-1.0,5.564858622583152e-07,-1.0,-1.0,-1.0,5.368680555096334e-06,1.8864327018057958e-06,5.881681884342322e-07,1.2529488925241554e-05,1.884501123379659e-05,5.868880007284153e-06,0.0002776020800556648,0.00018370473091437712,5.438941826020302e-06,9.138318478772095e-06,2.5435042578271627e-05,1.0327537148792036e-06,4.411773889794121e-06,1.919851288883147e-06,5.838003343258631e-07,-1.0,-1.0,-1.0,7.889662601166441e-06,4.066644268826006e-05,1.3962263446670611e-05,0.00023486253838153395,0.00010601463868350405,4.7106402755100246e-05,2.6471213735322794e-05,1.7572672692350974e-05,1.4800854485593938e-05,5.294488125214326e-06,-1.0,-1.0,-1.0,1.5736599007825156e-05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0070342638851908e-05,6.1021094583379795e-06,1.0061430105561339e-05,3.382584005988555e-06,4.259519507943919e-06,1.0328609558665033e-06,1.8150882994688147e-06,5.921830068053429e-07,3.027087534907401e-06,4.118520764794675e-06,2.1699219352632687e-05,6.193924618138058e-06,1.0107739228750954e-05,3.9608780534526096e-05,4.021650383522092e-06,1.7951605603836062e-05,5.650269312981766e-06,1.0422731005782705e-05,4.1941479992908955e-05,3.3274112764401326e-05,3.86074032969071e-06,2.808022889530745e-05,1.542533914578548e-05,-1.0,-1.0,-1.0,-1.0
